OrderID,CustomerID,UnitsOrdered,Discount,Description,Gender,UnitPrice,Name,City,State,full_date,year,month,day,Revenue
1789,1,48,0.0,Sleeveless Top,Female,16,Threads,Seattle,WA,2015-12-08,2015,12,8,768.0
1858,1,91,0.0,Sleeveless Top,Female,16,Threads,Seattle,WA,2016-01-31,2016,1,31,1456.0
1961,1,75,0.100000001,Sleeveless Top,Female,16,Threads,Seattle,WA,2016-04-30,2016,4,30,120.0000012
2056,1,44,0.0,Sleeveless Top,Female,16,Threads,Seattle,WA,2016-07-10,2016,7,10,704.0
2067,1,133,0.0,Sleeveless Top,Female,16,Threads,Seattle,WA,2016-07-23,2016,7,23,2128.0
2094,1,81,0.0,Sleeveless Top,Female,16,Threads,Seattle,WA,2016-08-11,2016,8,11,1296.0
2112,1,68,0.0,Sleeveless Top,Female,16,Threads,Seattle,WA,2016-09-07,2016,9,7,1088.0
2180,1,62,0.0,Sleeveless Top,Female,16,Threads,Seattle,WA,2016-10-25,2016,10,25,992.0
2212,1,63,0.0,Sleeveless Top,Female,16,Threads,Seattle,WA,2016-11-27,2016,11,27,1008.0
15,1,150,0.0,Long-sleeve Super-T,Both,22,Threads,Seattle,WA,2012-01-15,2012,1,15,3300.0
52,1,44,0.0,Long-sleeve Super-T,Both,22,Threads,Seattle,WA,2012-02-08,2012,2,8,968.0
108,1,70,0.0,Long-sleeve Super-T,Both,22,Threads,Seattle,WA,2012-03-26,2012,3,26,1540.0
139,1,63,0.0,Long-sleeve Super-T,Both,22,Threads,Seattle,WA,2012-04-21,2012,4,21,1386.0
228,1,131,0.0,Long-sleeve Super-T,Both,22,Threads,Seattle,WA,2012-06-21,2012,6,21,2882.0
334,1,120,0.050000001,Long-sleeve Super-T,Both,22,Threads,Seattle,WA,2012-09-13,2012,9,13,132.00000264000002
349,1,102,0.0,Long-sleeve Super-T,Both,22,Threads,Seattle,WA,2012-09-27,2012,9,27,2244.0
382,1,109,0.0,Long-sleeve Super-T,Both,22,Threads,Seattle,WA,2012-10-23,2012,10,23,2398.0
448,1,101,0.050000001,Long-sleeve Super-T,Both,22,Threads,Seattle,WA,2012-12-09,2012,12,9,111.100002222
515,1,47,0.050000001,Long-sleeve Super-T,Both,22,Threads,Seattle,WA,2013-01-31,2013,1,31,51.700001034
535,1,121,0.0,Long-sleeve Super-T,Both,22,Threads,Seattle,WA,2013-02-20,2013,2,20,2662.0
568,1,83,0.0,Long-sleeve Super-T,Both,22,Threads,Seattle,WA,2013-03-19,2013,3,19,1826.0
583,1,119,0.0,Long-sleeve Super-T,Both,22,Threads,Seattle,WA,2013-04-06,2013,4,6,2618.0
690,1,27,0.0,Long-sleeve Super-T,Both,22,Threads,Seattle,WA,2013-07-08,2013,7,8,594.0
779,1,98,0.0,Long-sleeve Super-T,Both,22,Threads,Seattle,WA,2013-09-23,2013,9,23,2156.0
782,1,30,0.0,Long-sleeve Super-T,Both,22,Threads,Seattle,WA,2013-09-26,2013,9,26,660.0
822,1,32,0.0,Long-sleeve Super-T,Both,22,Threads,Seattle,WA,2013-10-30,2013,10,30,704.0
973,1,71,0.100000001,Long-sleeve Super-T,Both,22,Threads,Seattle,WA,2014-02-17,2014,2,17,156.200001562
1015,1,120,0.0,Long-sleeve Super-T,Both,22,Threads,Seattle,WA,2014-03-23,2014,3,23,2640.0
1018,1,81,0.0,Long-sleeve Super-T,Both,22,Threads,Seattle,WA,2014-03-25,2014,3,25,1782.0
1190,1,49,0.050000001,Long-sleeve Super-T,Both,22,Threads,Seattle,WA,2014-07-27,2014,7,27,53.900001078
1226,1,46,0.0,Long-sleeve Super-T,Both,22,Threads,Seattle,WA,2014-08-22,2014,8,22,1012.0
1257,1,83,0.0,Long-sleeve Super-T,Both,22,Threads,Seattle,WA,2014-09-12,2014,9,12,1826.0
1262,1,80,0.0,Long-sleeve Super-T,Both,22,Threads,Seattle,WA,2014-09-16,2014,9,16,1760.0
1314,1,39,0.0,Long-sleeve Super-T,Both,22,Threads,Seattle,WA,2014-10-23,2014,10,23,858.0
1411,1,97,0.0,Long-sleeve Super-T,Both,22,Threads,Seattle,WA,2015-01-18,2015,1,18,2134.0
1501,1,46,0.050000001,Long-sleeve Super-T,Both,22,Threads,Seattle,WA,2015-03-31,2015,3,31,50.600001012
1514,1,145,0.100000001,Long-sleeve Super-T,Both,22,Threads,Seattle,WA,2015-04-12,2015,4,12,319.00000319000003
1524,1,121,0.100000001,Long-sleeve Super-T,Both,22,Threads,Seattle,WA,2015-04-21,2015,4,21,266.20000266200003
1929,1,142,0.0,Long-sleeve Super-T,Both,22,Threads,Seattle,WA,2016-04-08,2016,4,8,3124.0
1948,1,119,0.0,Long-sleeve Super-T,Both,22,Threads,Seattle,WA,2016-04-18,2016,4,18,2618.0
1974,1,52,0.0,Long-sleeve Super-T,Both,22,Threads,Seattle,WA,2016-05-11,2016,5,11,1144.0
2062,1,113,0.100000001,Long-sleeve Super-T,Both,22,Threads,Seattle,WA,2016-07-12,2016,7,12,248.60000248600002
2156,1,135,0.0,Long-sleeve Super-T,Both,22,Threads,Seattle,WA,2016-10-10,2016,10,10,2970.0
2213,1,84,0.0,Long-sleeve Super-T,Both,22,Threads,Seattle,WA,2016-11-29,2016,11,29,1848.0
2216,1,57,0.0,Long-sleeve Super-T,Both,22,Threads,Seattle,WA,2016-12-02,2016,12,2,1254.0
13,1,150,0.0,Long-sleeve Silk Pinpoint,Male,35,Threads,Seattle,WA,2012-01-12,2012,1,12,5250.0
49,1,107,0.050000001,Long-sleeve Silk Pinpoint,Male,35,Threads,Seattle,WA,2012-02-06,2012,2,6,187.25000374500001
103,1,112,0.0,Long-sleeve Silk Pinpoint,Male,35,Threads,Seattle,WA,2012-03-22,2012,3,22,3920.0
120,1,145,0.0,Long-sleeve Silk Pinpoint,Male,35,Threads,Seattle,WA,2012-04-07,2012,4,7,5075.0
142,1,136,0.0,Long-sleeve Silk Pinpoint,Male,35,Threads,Seattle,WA,2012-04-22,2012,4,22,4760.0
260,1,79,0.0,Long-sleeve Silk Pinpoint,Male,35,Threads,Seattle,WA,2012-07-20,2012,7,20,2765.0
273,1,124,0.0,Long-sleeve Silk Pinpoint,Male,35,Threads,Seattle,WA,2012-07-30,2012,7,30,4340.0
346,1,35,0.0,Long-sleeve Silk Pinpoint,Male,35,Threads,Seattle,WA,2012-09-26,2012,9,26,1225.0
370,1,87,0.0,Long-sleeve Silk Pinpoint,Male,35,Threads,Seattle,WA,2012-10-13,2012,10,13,3045.0
423,1,100,0.0,Long-sleeve Silk Pinpoint,Male,35,Threads,Seattle,WA,2012-11-23,2012,11,23,3500.0
434,1,126,0.0,Long-sleeve Silk Pinpoint,Male,35,Threads,Seattle,WA,2012-11-28,2012,11,28,4410.0
457,1,56,0.0,Long-sleeve Silk Pinpoint,Male,35,Threads,Seattle,WA,2012-12-16,2012,12,16,1960.0
513,1,43,0.0,Long-sleeve Silk Pinpoint,Male,35,Threads,Seattle,WA,2013-01-29,2013,1,29,1505.0
564,1,105,0.0,Long-sleeve Silk Pinpoint,Male,35,Threads,Seattle,WA,2013-03-15,2013,3,15,3675.0
611,1,55,0.0,Long-sleeve Silk Pinpoint,Male,35,Threads,Seattle,WA,2013-05-01,2013,5,1,1925.0
646,1,111,0.100000001,Long-sleeve Silk Pinpoint,Male,35,Threads,Seattle,WA,2013-05-27,2013,5,27,388.500003885
702,1,58,0.0,Long-sleeve Silk Pinpoint,Male,35,Threads,Seattle,WA,2013-07-21,2013,7,21,2030.0
721,1,126,0.0,Long-sleeve Silk Pinpoint,Male,35,Threads,Seattle,WA,2013-08-06,2013,8,6,4410.0
744,1,104,0.0,Long-sleeve Silk Pinpoint,Male,35,Threads,Seattle,WA,2013-08-26,2013,8,26,3640.0
781,1,125,0.0,Long-sleeve Silk Pinpoint,Male,35,Threads,Seattle,WA,2013-09-25,2013,9,25,4375.0
903,1,50,0.0,Long-sleeve Silk Pinpoint,Male,35,Threads,Seattle,WA,2014-01-04,2014,1,4,1750.0
931,1,25,0.0,Long-sleeve Silk Pinpoint,Male,35,Threads,Seattle,WA,2014-01-27,2014,1,27,875.0
1003,1,59,0.0,Long-sleeve Silk Pinpoint,Male,35,Threads,Seattle,WA,2014-03-15,2014,3,15,2065.0
1062,1,147,0.0,Long-sleeve Silk Pinpoint,Male,35,Threads,Seattle,WA,2014-04-30,2014,4,30,5145.0
1084,1,54,0.050000001,Long-sleeve Silk Pinpoint,Male,35,Threads,Seattle,WA,2014-05-18,2014,5,18,94.50000189000001
1181,1,88,0.050000001,Long-sleeve Silk Pinpoint,Male,35,Threads,Seattle,WA,2014-07-20,2014,7,20,154.00000308
1216,1,39,0.0,Long-sleeve Silk Pinpoint,Male,35,Threads,Seattle,WA,2014-08-08,2014,8,8,1365.0
1304,1,91,0.0,Long-sleeve Silk Pinpoint,Male,35,Threads,Seattle,WA,2014-10-11,2014,10,11,3185.0
1325,1,116,0.0,Long-sleeve Silk Pinpoint,Male,35,Threads,Seattle,WA,2014-11-01,2014,11,1,4060.0
1346,1,82,0.0,Long-sleeve Silk Pinpoint,Male,35,Threads,Seattle,WA,2014-11-13,2014,11,13,2870.0
1409,1,109,0.0,Long-sleeve Silk Pinpoint,Male,35,Threads,Seattle,WA,2015-01-16,2015,1,16,3815.0
1456,1,81,0.150000006,Long-sleeve Silk Pinpoint,Male,35,Threads,Seattle,WA,2015-02-16,2015,2,16,425.25001700999997
1551,1,96,0.0,Long-sleeve Silk Pinpoint,Male,35,Threads,Seattle,WA,2015-05-16,2015,5,16,3360.0
1589,1,48,0.050000001,Long-sleeve Silk Pinpoint,Male,35,Threads,Seattle,WA,2015-06-19,2015,6,19,84.00000168
1632,1,43,0.100000001,Long-sleeve Silk Pinpoint,Male,35,Threads,Seattle,WA,2015-07-24,2015,7,24,150.500001505
1709,1,93,0.0,Long-sleeve Silk Pinpoint,Male,35,Threads,Seattle,WA,2015-09-25,2015,9,25,3255.0
1755,1,111,0.0,Long-sleeve Silk Pinpoint,Male,35,Threads,Seattle,WA,2015-11-09,2015,11,9,3885.0
1893,1,137,0.050000001,Long-sleeve Silk Pinpoint,Male,35,Threads,Seattle,WA,2016-03-10,2016,3,10,239.75000479500002
2231,1,148,0.150000006,Long-sleeve Silk Pinpoint,Male,35,Threads,Seattle,WA,2016-12-15,2016,12,15,777.00003108
14,1,75,0.050000001,Short-sleeve Seersucker,Both,30,Threads,Seattle,WA,2012-01-14,2012,1,14,112.50000225000001
160,1,46,0.0,Short-sleeve Seersucker,Both,30,Threads,Seattle,WA,2012-05-06,2012,5,6,1380.0
311,1,35,0.0,Short-sleeve Seersucker,Both,30,Threads,Seattle,WA,2012-09-02,2012,9,2,1050.0
431,1,45,0.0,Short-sleeve Seersucker,Both,30,Threads,Seattle,WA,2012-11-26,2012,11,26,1350.0
437,1,108,0.0,Short-sleeve Seersucker,Both,30,Threads,Seattle,WA,2012-11-29,2012,11,29,3240.0
518,1,31,0.0,Short-sleeve Seersucker,Both,30,Threads,Seattle,WA,2013-02-03,2013,2,3,930.0
525,1,149,0.050000001,Short-sleeve Seersucker,Both,30,Threads,Seattle,WA,2013-02-08,2013,2,8,223.50000447000002
594,1,122,0.0,Short-sleeve Seersucker,Both,30,Threads,Seattle,WA,2013-04-14,2013,4,14,3660.0
783,1,58,0.0,Short-sleeve Seersucker,Both,30,Threads,Seattle,WA,2013-09-26,2013,9,26,1740.0
926,1,100,0.100000001,Short-sleeve Seersucker,Both,30,Threads,Seattle,WA,2014-01-24,2014,1,24,300.000003
994,1,71,0.0,Short-sleeve Seersucker,Both,30,Threads,Seattle,WA,2014-03-04,2014,3,4,2130.0
1053,1,121,0.0,Short-sleeve Seersucker,Both,30,Threads,Seattle,WA,2014-04-22,2014,4,22,3630.0
1079,1,98,0.0,Short-sleeve Seersucker,Both,30,Threads,Seattle,WA,2014-05-14,2014,5,14,2940.0
1083,1,25,0.0,Short-sleeve Seersucker,Both,30,Threads,Seattle,WA,2014-05-17,2014,5,17,750.0
1167,1,43,0.0,Short-sleeve Seersucker,Both,30,Threads,Seattle,WA,2014-07-13,2014,7,13,1290.0
1182,1,37,0.100000001,Short-sleeve Seersucker,Both,30,Threads,Seattle,WA,2014-07-21,2014,7,21,111.00000111
1199,1,64,0.0,Short-sleeve Seersucker,Both,30,Threads,Seattle,WA,2014-07-30,2014,7,30,1920.0
1293,1,30,0.0,Short-sleeve Seersucker,Both,30,Threads,Seattle,WA,2014-10-06,2014,10,6,900.0
1490,1,148,0.0,Short-sleeve Seersucker,Both,30,Threads,Seattle,WA,2015-03-20,2015,3,20,4440.0
1512,1,105,0.0,Short-sleeve Seersucker,Both,30,Threads,Seattle,WA,2015-04-09,2015,4,9,3150.0
1543,1,29,0.0,Short-sleeve Seersucker,Both,30,Threads,Seattle,WA,2015-05-07,2015,5,7,870.0
1553,1,106,0.0,Short-sleeve Seersucker,Both,30,Threads,Seattle,WA,2015-05-17,2015,5,17,3180.0
1639,1,94,0.0,Short-sleeve Seersucker,Both,30,Threads,Seattle,WA,2015-07-30,2015,7,30,2820.0
1653,1,105,0.0,Short-sleeve Seersucker,Both,30,Threads,Seattle,WA,2015-08-14,2015,8,14,3150.0
1754,1,137,0.0,Short-sleeve Seersucker,Both,30,Threads,Seattle,WA,2015-11-09,2015,11,9,4110.0
1759,1,66,0.050000001,Short-sleeve Seersucker,Both,30,Threads,Seattle,WA,2015-11-14,2015,11,14,99.00000198000001
1927,1,112,0.0,Short-sleeve Seersucker,Both,30,Threads,Seattle,WA,2016-04-07,2016,4,7,3360.0
2097,1,58,0.0,Short-sleeve Seersucker,Both,30,Threads,Seattle,WA,2016-08-18,2016,8,18,1740.0
2189,1,123,0.0,Short-sleeve Seersucker,Both,30,Threads,Seattle,WA,2016-11-06,2016,11,6,3690.0
46,1,95,0.0,Short-sleeve Mesh,Both,20,Threads,Seattle,WA,2012-01-30,2012,1,30,1900.0
85,1,37,0.0,Short-sleeve Mesh,Both,20,Threads,Seattle,WA,2012-03-12,2012,3,12,740.0
89,1,130,0.050000001,Short-sleeve Mesh,Both,20,Threads,Seattle,WA,2012-03-14,2012,3,14,130.00000260000002
102,1,44,0.0,Short-sleeve Mesh,Both,20,Threads,Seattle,WA,2012-03-22,2012,3,22,880.0
177,1,87,0.0,Short-sleeve Mesh,Both,20,Threads,Seattle,WA,2012-05-20,2012,5,20,1740.0
248,1,98,0.0,Short-sleeve Mesh,Both,20,Threads,Seattle,WA,2012-07-07,2012,7,7,1960.0
281,1,125,0.0,Short-sleeve Mesh,Both,20,Threads,Seattle,WA,2012-08-12,2012,8,12,2500.0
365,1,115,0.0,Short-sleeve Mesh,Both,20,Threads,Seattle,WA,2012-10-12,2012,10,12,2300.0
401,1,40,0.100000001,Short-sleeve Mesh,Both,20,Threads,Seattle,WA,2012-11-08,2012,11,8,80.00000080000001
405,1,26,0.0,Short-sleeve Mesh,Both,20,Threads,Seattle,WA,2012-11-12,2012,11,12,520.0
444,1,120,0.0,Short-sleeve Mesh,Both,20,Threads,Seattle,WA,2012-12-06,2012,12,6,2400.0
463,1,59,0.0,Short-sleeve Mesh,Both,20,Threads,Seattle,WA,2012-12-18,2012,12,18,1180.0
520,1,81,0.0,Short-sleeve Mesh,Both,20,Threads,Seattle,WA,2013-02-05,2013,2,5,1620.0
662,1,145,0.0,Short-sleeve Mesh,Both,20,Threads,Seattle,WA,2013-06-18,2013,6,18,2900.0
687,1,33,0.0,Short-sleeve Mesh,Both,20,Threads,Seattle,WA,2013-07-07,2013,7,7,660.0
755,1,34,0.150000006,Short-sleeve Mesh,Both,20,Threads,Seattle,WA,2013-09-02,2013,9,2,102.00000408
832,1,90,0.0,Short-sleeve Mesh,Both,20,Threads,Seattle,WA,2013-11-10,2013,11,10,1800.0
971,1,41,0.0,Short-sleeve Mesh,Both,20,Threads,Seattle,WA,2014-02-16,2014,2,16,820.0
1001,1,133,0.0,Short-sleeve Mesh,Both,20,Threads,Seattle,WA,2014-03-15,2014,3,15,2660.0
1059,1,62,0.0,Short-sleeve Mesh,Both,20,Threads,Seattle,WA,2014-04-28,2014,4,28,1240.0
1078,1,134,0.100000001,Short-sleeve Mesh,Both,20,Threads,Seattle,WA,2014-05-14,2014,5,14,268.00000268
1090,1,149,0.0,Short-sleeve Mesh,Both,20,Threads,Seattle,WA,2014-05-23,2014,5,23,2980.0
1124,1,88,0.0,Short-sleeve Mesh,Both,20,Threads,Seattle,WA,2014-06-19,2014,6,19,1760.0
1175,1,138,0.0,Short-sleeve Mesh,Both,20,Threads,Seattle,WA,2014-07-16,2014,7,16,2760.0
1224,1,86,0.0,Short-sleeve Mesh,Both,20,Threads,Seattle,WA,2014-08-20,2014,8,20,1720.0
1260,1,49,0.0,Short-sleeve Mesh,Both,20,Threads,Seattle,WA,2014-09-13,2014,9,13,980.0
1292,1,65,0.0,Short-sleeve Mesh,Both,20,Threads,Seattle,WA,2014-10-06,2014,10,6,1300.0
1324,1,78,0.0,Short-sleeve Mesh,Both,20,Threads,Seattle,WA,2014-10-30,2014,10,30,1560.0
1366,1,33,0.0,Short-sleeve Mesh,Both,20,Threads,Seattle,WA,2014-12-03,2014,12,3,660.0
1403,1,94,0.0,Short-sleeve Mesh,Both,20,Threads,Seattle,WA,2015-01-09,2015,1,9,1880.0
1427,1,131,0.0,Short-sleeve Mesh,Both,20,Threads,Seattle,WA,2015-01-29,2015,1,29,2620.0
1493,1,89,0.0,Short-sleeve Mesh,Both,20,Threads,Seattle,WA,2015-03-23,2015,3,23,1780.0
1697,1,136,0.0,Short-sleeve Mesh,Both,20,Threads,Seattle,WA,2015-09-16,2015,9,16,2720.0
1819,1,27,0.0,Short-sleeve Mesh,Both,20,Threads,Seattle,WA,2016-01-04,2016,1,4,540.0
1851,1,68,0.0,Short-sleeve Mesh,Both,20,Threads,Seattle,WA,2016-01-27,2016,1,27,1360.0
1984,1,31,0.050000001,Short-sleeve Mesh,Both,20,Threads,Seattle,WA,2016-05-19,2016,5,19,31.00000062
2058,1,110,0.0,Short-sleeve Mesh,Both,20,Threads,Seattle,WA,2016-07-11,2016,7,11,2200.0
2063,1,96,0.0,Short-sleeve Mesh,Both,20,Threads,Seattle,WA,2016-07-15,2016,7,15,1920.0
2175,1,37,0.0,Short-sleeve Mesh,Both,20,Threads,Seattle,WA,2016-10-19,2016,10,19,740.0
23,1,99,0.0,Short-sleeve Rib-knit Tunic,Female,38,Threads,Seattle,WA,2012-01-16,2012,1,16,3762.0
77,1,46,0.0,Short-sleeve Rib-knit Tunic,Female,38,Threads,Seattle,WA,2012-03-06,2012,3,6,1748.0
197,1,120,0.100000001,Short-sleeve Rib-knit Tunic,Female,38,Threads,Seattle,WA,2012-06-02,2012,6,2,456.00000456000004
296,1,66,0.0,Short-sleeve Rib-knit Tunic,Female,38,Threads,Seattle,WA,2012-08-26,2012,8,26,2508.0
327,1,146,0.0,Short-sleeve Rib-knit Tunic,Female,38,Threads,Seattle,WA,2012-09-09,2012,9,9,5548.0
523,1,85,0.0,Short-sleeve Rib-knit Tunic,Female,38,Threads,Seattle,WA,2013-02-07,2013,2,7,3230.0
554,1,136,0.0,Short-sleeve Rib-knit Tunic,Female,38,Threads,Seattle,WA,2013-03-02,2013,3,2,5168.0
639,1,115,0.100000001,Short-sleeve Rib-knit Tunic,Female,38,Threads,Seattle,WA,2013-05-20,2013,5,20,437.00000437
720,1,109,0.0,Short-sleeve Rib-knit Tunic,Female,38,Threads,Seattle,WA,2013-08-06,2013,8,6,4142.0
756,1,135,0.0,Short-sleeve Rib-knit Tunic,Female,38,Threads,Seattle,WA,2013-09-02,2013,9,2,5130.0
776,1,71,0.100000001,Short-sleeve Rib-knit Tunic,Female,38,Threads,Seattle,WA,2013-09-20,2013,9,20,269.800002698
787,1,37,0.150000006,Short-sleeve Rib-knit Tunic,Female,38,Threads,Seattle,WA,2013-09-29,2013,9,29,210.90000843599998
839,1,139,0.0,Short-sleeve Rib-knit Tunic,Female,38,Threads,Seattle,WA,2013-11-15,2013,11,15,5282.0
962,1,31,0.0,Short-sleeve Rib-knit Tunic,Female,38,Threads,Seattle,WA,2014-02-11,2014,2,11,1178.0
995,1,31,0.0,Short-sleeve Rib-knit Tunic,Female,38,Threads,Seattle,WA,2014-03-05,2014,3,5,1178.0
1028,1,29,0.050000001,Short-sleeve Rib-knit Tunic,Female,38,Threads,Seattle,WA,2014-04-01,2014,4,1,55.100001102
1050,1,127,0.0,Short-sleeve Rib-knit Tunic,Female,38,Threads,Seattle,WA,2014-04-20,2014,4,20,4826.0
1116,1,142,0.0,Short-sleeve Rib-knit Tunic,Female,38,Threads,Seattle,WA,2014-06-10,2014,6,10,5396.0
1137,1,46,0.0,Short-sleeve Rib-knit Tunic,Female,38,Threads,Seattle,WA,2014-06-27,2014,6,27,1748.0
1319,1,94,0.0,Short-sleeve Rib-knit Tunic,Female,38,Threads,Seattle,WA,2014-10-28,2014,10,28,3572.0
1334,1,108,0.0,Short-sleeve Rib-knit Tunic,Female,38,Threads,Seattle,WA,2014-11-06,2014,11,6,4104.0
1364,1,67,0.0,Short-sleeve Rib-knit Tunic,Female,38,Threads,Seattle,WA,2014-12-02,2014,12,2,2546.0
1578,1,68,0.0,Short-sleeve Rib-knit Tunic,Female,38,Threads,Seattle,WA,2015-06-08,2015,6,8,2584.0
1670,1,122,0.0,Short-sleeve Rib-knit Tunic,Female,38,Threads,Seattle,WA,2015-08-24,2015,8,24,4636.0
1776,1,28,0.0,Short-sleeve Rib-knit Tunic,Female,38,Threads,Seattle,WA,2015-11-26,2015,11,26,1064.0
1829,1,148,0.0,Short-sleeve Rib-knit Tunic,Female,38,Threads,Seattle,WA,2016-01-12,2016,1,12,5624.0
1852,1,63,0.0,Short-sleeve Rib-knit Tunic,Female,38,Threads,Seattle,WA,2016-01-28,2016,1,28,2394.0
1991,1,138,0.100000001,Short-sleeve Rib-knit Tunic,Female,38,Threads,Seattle,WA,2016-05-25,2016,5,25,524.400005244
2012,1,47,0.0,Short-sleeve Rib-knit Tunic,Female,38,Threads,Seattle,WA,2016-06-09,2016,6,9,1786.0
2025,1,148,0.0,Short-sleeve Rib-knit Tunic,Female,38,Threads,Seattle,WA,2016-06-20,2016,6,20,5624.0
2099,1,121,0.0,Short-sleeve Rib-knit Tunic,Female,38,Threads,Seattle,WA,2016-08-21,2016,8,21,4598.0
2129,1,41,0.0,Short-sleeve Rib-knit Tunic,Female,38,Threads,Seattle,WA,2016-09-19,2016,9,19,1558.0
28,7,137,0.0,Long-sleeve Oxford,Male,25,The Shirt on Your Back,Bonners Ferry,ID,2012-01-16,2012,1,16,3425.0
57,7,98,0.0,Long-sleeve Oxford,Male,25,The Shirt on Your Back,Bonners Ferry,ID,2012-02-12,2012,2,12,2450.0
76,7,103,0.050000001,Long-sleeve Oxford,Male,25,The Shirt on Your Back,Bonners Ferry,ID,2012-03-05,2012,3,5,128.750002575
93,7,57,0.0,Long-sleeve Oxford,Male,25,The Shirt on Your Back,Bonners Ferry,ID,2012-03-15,2012,3,15,1425.0
214,7,143,0.0,Long-sleeve Oxford,Male,25,The Shirt on Your Back,Bonners Ferry,ID,2012-06-13,2012,6,13,3575.0
369,7,112,0.0,Long-sleeve Oxford,Male,25,The Shirt on Your Back,Bonners Ferry,ID,2012-10-12,2012,10,12,2800.0
494,7,132,0.050000001,Long-sleeve Oxford,Male,25,The Shirt on Your Back,Bonners Ferry,ID,2013-01-18,2013,1,18,165.0000033
624,7,33,0.100000001,Long-sleeve Oxford,Male,25,The Shirt on Your Back,Bonners Ferry,ID,2013-05-08,2013,5,8,82.500000825
771,7,78,0.0,Long-sleeve Oxford,Male,25,The Shirt on Your Back,Bonners Ferry,ID,2013-09-13,2013,9,13,1950.0
804,7,132,0.0,Long-sleeve Oxford,Male,25,The Shirt on Your Back,Bonners Ferry,ID,2013-10-09,2013,10,9,3300.0
914,7,123,0.0,Long-sleeve Oxford,Male,25,The Shirt on Your Back,Bonners Ferry,ID,2014-01-11,2014,1,11,3075.0
945,7,34,0.0,Long-sleeve Oxford,Male,25,The Shirt on Your Back,Bonners Ferry,ID,2014-02-03,2014,2,3,850.0
1039,7,33,0.050000001,Long-sleeve Oxford,Male,25,The Shirt on Your Back,Bonners Ferry,ID,2014-04-07,2014,4,7,41.250000825
1043,7,35,0.0,Long-sleeve Oxford,Male,25,The Shirt on Your Back,Bonners Ferry,ID,2014-04-12,2014,4,12,875.0
1251,7,97,0.0,Long-sleeve Oxford,Male,25,The Shirt on Your Back,Bonners Ferry,ID,2014-09-08,2014,9,8,2425.0
1340,7,101,0.050000001,Long-sleeve Oxford,Male,25,The Shirt on Your Back,Bonners Ferry,ID,2014-11-10,2014,11,10,126.250002525
1401,7,110,0.0,Long-sleeve Oxford,Male,25,The Shirt on Your Back,Bonners Ferry,ID,2015-01-05,2015,1,5,2750.0
1423,7,85,0.0,Long-sleeve Oxford,Male,25,The Shirt on Your Back,Bonners Ferry,ID,2015-01-26,2015,1,26,2125.0
1529,7,139,0.0,Long-sleeve Oxford,Male,25,The Shirt on Your Back,Bonners Ferry,ID,2015-04-24,2015,4,24,3475.0
1548,7,93,0.0,Long-sleeve Oxford,Male,25,The Shirt on Your Back,Bonners Ferry,ID,2015-05-11,2015,5,11,2325.0
1655,7,64,0.0,Long-sleeve Oxford,Male,25,The Shirt on Your Back,Bonners Ferry,ID,2015-08-14,2015,8,14,1600.0
1658,7,83,0.0,Long-sleeve Oxford,Male,25,The Shirt on Your Back,Bonners Ferry,ID,2015-08-15,2015,8,15,2075.0
1684,7,111,0.100000001,Long-sleeve Oxford,Male,25,The Shirt on Your Back,Bonners Ferry,ID,2015-09-07,2015,9,7,277.50000277500004
1692,7,126,0.0,Long-sleeve Oxford,Male,25,The Shirt on Your Back,Bonners Ferry,ID,2015-09-12,2015,9,12,3150.0
1727,7,93,0.0,Long-sleeve Oxford,Male,25,The Shirt on Your Back,Bonners Ferry,ID,2015-10-12,2015,10,12,2325.0
1739,7,89,0.0,Long-sleeve Oxford,Male,25,The Shirt on Your Back,Bonners Ferry,ID,2015-10-26,2015,10,26,2225.0
1745,7,119,0.0,Long-sleeve Oxford,Male,25,The Shirt on Your Back,Bonners Ferry,ID,2015-10-30,2015,10,30,2975.0
1793,7,49,0.100000001,Long-sleeve Oxford,Male,25,The Shirt on Your Back,Bonners Ferry,ID,2015-12-11,2015,12,11,122.500001225
1896,7,97,0.0,Long-sleeve Oxford,Male,25,The Shirt on Your Back,Bonners Ferry,ID,2016-03-11,2016,3,11,2425.0
2117,7,115,0.0,Long-sleeve Oxford,Male,25,The Shirt on Your Back,Bonners Ferry,ID,2016-09-08,2016,9,8,2875.0
2188,7,80,0.0,Long-sleeve Oxford,Male,25,The Shirt on Your Back,Bonners Ferry,ID,2016-11-04,2016,11,4,2000.0
2211,7,36,0.0,Long-sleeve Oxford,Male,25,The Shirt on Your Back,Bonners Ferry,ID,2016-11-26,2016,11,26,900.0
2230,7,41,0.0,Long-sleeve Oxford,Male,25,The Shirt on Your Back,Bonners Ferry,ID,2016-12-12,2016,12,12,1025.0
36,7,51,0.0,Long-sleeve Broadcloth,Female,27,The Shirt on Your Back,Bonners Ferry,ID,2012-01-24,2012,1,24,1377.0
71,7,62,0.0,Long-sleeve Broadcloth,Female,27,The Shirt on Your Back,Bonners Ferry,ID,2012-02-27,2012,2,27,1674.0
126,7,129,0.0,Long-sleeve Broadcloth,Female,27,The Shirt on Your Back,Bonners Ferry,ID,2012-04-08,2012,4,8,3483.0
232,7,26,0.100000001,Long-sleeve Broadcloth,Female,27,The Shirt on Your Back,Bonners Ferry,ID,2012-06-28,2012,6,28,70.200000702
